audio_id,collecteur_id,speaker,age,sexe,position,type_item,decision,traduction
P05_S02_F02.wav,P05,S02,23,M,final,mot,correct,fleche
P05_S02_M05.wav,P05,S02,23,M,median,mot,correct,fourchette
P05_S02_M03.wav,P05,S02,23,M,median,mot,correct,échelle
P05_S02_l01.wav,P05,S02,23,M,initial,mot,correct,Le bouchon est bleu
P05_S02_SYL01.wav,P05,S02,23,M,initial,syllabe,correct,cha
P05_S02_F04.wav,P05,S02,23,M,final,mot,correct,manche
P05_S02_P02.wav,P05,S02,23,M,initial,phrase,correct,chocolat au lait
P05_S02_SYL02.wav,P05,S02,23,M,initial,syllabe,correct,chi
P05_S02_P03.wav,P05,S02,23,M,initial,phrase,correct,Charriot de courses
P05_S02_P04.wav,P05,S02,23,M,median,phrase,correct,La fourchette tombe
P05_S02_I06.wav,P05,S02,23,M,initial,mot,correct,cheval
P05_S02_SYL03.wav,P05,S02,23,M,initial,syllabe,correct,cho
P03_S01_F05.wav,P03,S01,38,M,,phrase,correct,vache
P03_S01_P09.wav,P03,S01,38,M,,phrase,substitution_ch_vers_s ,Charriot de courses
P03_S01_F02.wav,P03,S01,38,M,final,mot,substitution_ch_vers_s ,fleche
P03_S01_M04.wav,P03,S01,38,M,median,mot,substitution_ch_vers_s ,t-shirt
P03_S01_I04.wav,P03,S01,38,M,initial,mot,substitution_ch_vers_s ,chaussure
P03_S01_M05.wav,P03,S01,38,M,median,mot,substitution_ch_vers_s ,fourchette
P03_S01_F03.wav,P03,S01,38,M,final,mot,substitution_ch_vers_s ,niche
P03_S01_I05.wav,P03,S01,38,M,initial,mot,substitution_ch_vers_s ,chapeau
P03_S01_ISO01.wav,P03,S01,38,M,,isole,substitution_ch_vers_s ,ch
P03_S01_I02.wav,P03,S01,38,M,initial,mot,substitution_ch_vers_s ,Charriot de courses
P03_S01_P05.wav,P03,S01,38,M,,phrase,substitution_ch_vers_s ,Charriot de courses
P04_S04_I01.wav,P04,S04,5,,initial,mot,correct,chat
